pathway	description	VDMT001-1	VDMT001-14	VDMT001-15	VDMT001-7	VDMT002-1	VDMT002-14	VDMT002-15	VDMT002-7	VDMT003-1	VDMT003-14	VDMT003-15	VDMT003-7	VDMT004-1	VDMT004-14	VDMT004-15	VDMT004-7	VDMT005-1	VDMT005-14	VDMT005-15	VDMT005-7	VDMT006-1	VDMT006-14	VDMT006-15	VDMT006-7	VDMT007-1	VDMT007-14	VDMT007-15	VDMT007-7	VDMT008-1	VDMT008-14	VDMT008-15	VDMT008-7	VDMT009-1	VDMT009-14	VDMT009-15	VDMT009-7	VDMT010-1	VDMT010-14	VDMT010-15	VDMT010-7	VDMT011-1	VDMT011-14	VDMT011-15	VDMT011-7	VDMT012-1	VDMT012-14	VDMT012-15	VDMT012-7	VDMT013-1	VDMT013-14	VDMT013-15	VDMT013-7	VDMT014-1	VDMT014-14	VDMT014-15	VDMT014-7	VDMT015-1	VDMT015-14	VDMT015-15	VDMT015-7	VDMT016-1	VDMT016-14	VDMT016-15	VDMT016-7	VDMT017-1	VDMT017-14	VDMT017-15	VDMT017-7	VDMT018-1	VDMT018-14	VDMT018-15	VDMT018-7	VDMT019-1	VDMT019-14	VDMT019-15	VDMT019-7	VDMT020-1	VDMT020-14	VDMT020-15	VDMT020-7	VDMT022-1	VDMT022-14	VDMT022-15	VDMT022-7	VDMT023-1	VDMT023-14	VDMT023-15	VDMT023-7	VDMT024-1	VDMT024-14	VDMT024-15	VDMT024-7	VDMT025-1	VDMT025-14	VDMT025-15	VDMT025-7	VDMT026-1	VDMT026-14	VDMT026-15	VDMT026-7	VDMT027-1	VDMT027-14	VDMT027-15	VDMT027-7	VDMT028-1	VDMT028-14	VDMT028-15	VDMT028-7	VDMT029-1	VDMT029-14	VDMT029-15	VDMT029-7	VDMT030-1	VDMT030-14	VDMT030-15	VDMT030-7	VDMT031-1	VDMT031-14	VDMT031-15	VDMT031-7	VDMT032-1	VDMT032-14	VDMT032-15	VDMT032-7	VDMT033-1	VDMT033-14	VDMT033-15	VDMT033-7	VDMT034-1	VDMT034-14	VDMT034-15	VDMT034-7	VDMT035-1	VDMT035-14	VDMT035-15	VDMT035-7	VDMT036-1	VDMT036-14	VDMT036-15	VDMT036-7	VDMT037-1	VDMT037-14	VDMT037-15	VDMT037-7	VDMT038-1	VDMT038-14	VDMT038-15	VDMT038-7	VDMT040-1	VDMT040-14	VDMT040-15	VDMT040-7	VDMT041-1	VDMT041-14	VDMT041-15	VDMT041-7	VDMT042-1	VDMT042-14	VDMT042-15	VDMT042-7	VDMT043-1	VDMT043-14	VDMT043-15	VDMT043-7	VDMT044-1	VDMT044-14	VDMT044-15	VDMT044-7
PWY-1541	superpathway of taurine degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	191.6553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.064	73.8372	0.0	0.0	8.2242	4.6083	0.0	6.7499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1998	0.0	0.0	0.0	0.0	0.0	5.1757	0.0	0.0	0.0	0.0	0.0	5.7399	6.1705	23.6325	0.0	254.955	20.4818	21.7716	0.0	0.0	10.515999999999998	19.599	0.0	9.5569	0.0	13.6761	15.7199	0.0	0.0	0.0	0.0	0.0	0.0	21.566999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.7636	0.0	0.0	0.0	0.0	0.0	0.0	17.4841	0.0	0.0	0.0	0.0	42.4884	0.0	0.0	0.0	0.0	0.0	0.0	6.1933	60.3784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.6533	20.1264	0.0	0.0	0.0	0.0	31.9821	16.1147	0.0	312.6357	263.3412	0.0	152.65200000000002	0.0	78.1667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2869	0.0
PWY-1622	formaldehyde assimilation I (serine pathway)	0.0	0.0	0.0	0.0	29.9254	34.8123	0.0	0.0	0.0	19.8914	0.0	485.3493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.8891	0.0	0.0	0.0	0.0	0.0	83.8304	0.0	0.0	0.0	10.8038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.9764	34.6332	0.0	729.3148	0.0	84.0542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.6315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.8932	0.0	0.0	0.0	0.0	0.0	0.0	31.4325	75.0423	0.0	39.9258	0.0	0.0	14.9862	0.0	0.0	39.8527	29.9462	0.0	0.0	137.2347	0.0	0.0	0.0	19.9544	0.0	0.0	0.0	0.0	0.0	69.4693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.1267	9.0326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.4916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	photorespiration	0.0	0.0	0.0	0.0	95.5184	110.2578	0.0	0.0	0.0	63.1079	0.0	2261.5535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.9062	23.9748	0.0	0.0	0.0	58.4594	563.6036	0.0	5.3581	113.4256	18.6259	0.0	258.7386	0.0	0.0	0.0	0.0	0.0	23.9454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.6725	0.0	0.0	0.0	0.0	0.0	121.5743	114.1013	103.5055	18.6016	2170.149	0.0	304.7804	0.0	0.0	147.4633	79.283	0.0	142.7833	0.0	264.2272	354.1157	0.0	0.0	0.0	26.5712	0.0	0.0	86.8634	0.0	110.8088	42.5582	15.9876	0.0	0.0	0.0	0.0	0.0	0.0	1095.2229	0.0	0.0	0.0	0.0	0.0	0.0	135.4535	282.9216	0.0	127.4774	0.0	174.3697	47.8766	0.0	0.0	126.9801	95.62700000000001	0.0	0.0	441.8962	0.0	0.0	0.0	63.5385	0.0	0.0	0.0	0.0	27.9608	219.4454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.4269	15.9866	0.0	0.0	345.8852	110.9408	0.0	0.0	55.56100000000001	0.0	0.0	1884.2892	63.8326	0.0	2335.112	826.6728	4552.6769	544.5891	0.0	432.9823	0.0	0.0	0.0	0.0	0.0	0.0	119.2623	0.0	127.4166	119.6134
PWY-1861	formaldehyde assimilation II (RuMP Cycle)	6041.5516	3085.1895	5744.0535	8133.9567	6793.0487	1963.082	3927.6269	1317.9303	6516.4048	841.6382	496.9023	4015.8247	4729.9575	1714.1283	5842.8825	859.9017	5296.1827	1935.6543	4598.4852	5771.5027	2018.4904	3165.0672	2539.3884	2715.9542	3621.0604	2095.3861	6174.5647	2993.8124	6465.0923	3315.8673	3594.8078	3491.1139	4153.8507	5876.4669	10032.318000000001	6900.7015	795.2831	1474.8523	913.6527	821.9827	2981.9451	3964.8244	7037.4438	3620.3007	1085.3123	2785.1447	5902.033	3109.1821	1504.086	1894.3983	471.4896	3907.0891	11602.2842	5814.3689	5039.3613	3991.8023	3726.9884	8821.4063	11970.5485	1517.7004	3686.7327	1412.0766	4090.4563	3558.7499	4430.4354	3869.6220000000003	3662.2682	5221.097	4338.2327	14030.0661	22908.991	9442.1086	1731.0666	3325.5831	583.6153	623.0389	1789.5906	2957.1084	2674.0297	5545.9501	5531.4261	10811.5725	9000.9326	11646.7297	13180.698999999999	7809.1989	23022.4144	25194.5343	7391.545999999999	4207.3307	5818.6277	9173.8867	5669.0739	13763.0288	10960.9705	6377.6841	4362.8763	5045.6345	3399.7142	6025.2353	3962.1488	7139.5466	6534.3214	16250.2035	4434.2545	5336.5197	7909.2675	1650.606	4024.2174	2221.3819	2206.1316	4291.177	1742.5925	3433.1107	2000.765	3633.7474	1216.067	1078.1406	4166.1254	2575.1693	4084.8335	4103.1877	7413.7522	7795.618	2153.4674	8159.3141	4887.7675	24129.9242	1553.5131	3012.3213	3071.4421	2064.9906	3246.6479	1083.0418	648.5555	3496.2091	9479.1985	8339.882	6544.6396	15932.1997	2323.0809	4362.6131	2956.2834	1333.4424	1020.3580000000001	641.2987	758.0286	725.3515	5114.2081	3224.153	11427.4095	12919.1378	2599.4491	4959.4813	11577.8538	2448.5028	2193.7558	4520.9246	1876.7744	3452.9363	5784.3401	5870.5279	7273.5165	5022.1893	1079.1347	1129.0611	1251.2126	934.5738
PWY-1882	superpathway of C1 compounds oxidation to CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.80599999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.9635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.7285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.3381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	L-lysine biosynthesis II	4598.2529	4977.4538	12281.5781	8333.465	11253.4994	3527.6408	10808.8845	3131.4496	4847.759	1487.9655	1074.5717	5993.3149	3919.1812	5919.8313	13129.9004	2592.1787	9715.9681	5559.7696	7225.6748	14500.7008	9507.3141	5043.6649	5126.5094	5957.3621	4554.3779	12852.6078	17426.4667	7833.0629	8956.7258	6504.0659	6855.0924	5765.0531	1569.5379	4716.0612	5413.8298	6808.4294	8761.7827	8959.5469	8266.6769	6017.7555	5097.6802	7045.3966	2077.2377	6346.3453	4577.0315	3703.4638	2737.1583	1445.014	8516.7327	4325.2121	6646.4911	3024.263	1676.2492	1662.908	999.472	5620.4333	3387.0622	5502.5865	6127.4242	4377.6751	5754.6199	4875.0327	14763.2711	2160.5209	11822.6588	10788.7906	2519.6478	10745.7946	3364.7181	7047.2388	9443.1046	3727.3089	26594.2882	18276.378	18298.6099	8405.4916	13717.4341	5093.9747	3221.3528	13455.5036	826.5417	6017.2276	2699.047	4173.8127	7292.8518	5560.6792	11591.1706	15206.1446	20525.366	5041.956	15128.446000000002	18195.6035	12578.8348	2385.4596	5902.8927	6710.7542	8058.6509	5626.4448	5911.0471	10708.4617	2295.6836	3226.7078	8817.2241	2574.7599	5119.7579	4808.4307	7531.9135	1746.8747	11113.4751	3386.9959	11126.1231	11234.0842	4639.1094	2383.1095	4481.5436	3656.3705	700.7103	2443.5484	6000.3018	2283.2478	1943.0224	1346.8110000000001	5136.887	2427.416	19954.1646	7942.3868	39458.9816	29112.4246	2602.0825	5804.0108	4871.1506	3622.3597	2563.2839	10916.9694	7107.6394	4909.6804	17944.5586	8410.7551	9859.793	22127.1449	2087.6267	4719.0599	4571.0740000000005	3187.9344	3414.1501	8871.5236	4493.5466	3087.0651	2246.1558	3373.2616	5706.1111	9555.8115	3659.7637	8520.0622	8187.1236	2648.1742	2660.7831	6676.04	1980.7596	3318.4927	10209.5345	6899.9657	19799.3984	7831.1605	1598.6164	2699.0628	3584.2037	3543.1958
PWY-2942	L-lysine biosynthesis III	44208.8166	28839.6221	38430.1776	39795.9585	53411.9982	22820.612999999998	36037.0467	23027.1653	25027.6698	11840.558	9272.9216	10133.0905	60314.289000000004	26362.1503	33350.1511	39256.8207	42471.8639	32221.9917	34288.9026	49663.8494	46127.3618	39597.9069	40626.1937	49554.6852	52243.9882	43059.0623	45451.1232	60948.9348	46594.8847	36973.4947	49131.1727	38866.3366	48854.2991	47584.981	55220.8031	53005.9484	28400.2403	31002.2316	31522.4026	35229.9181	30309.4586	23792.9992	27822.7653	30765.9513	36033.0971	30570.9993	33441.7899	30874.096	36871.4155	26562.3055	28401.26	35146.7272	37257.724	26211.0939	29912.3374	36869.2619	34203.6185	35835.1756	39162.4868	32178.2658	10244.149	24622.2019	34130.947	39469.3669	37811.5814	31602.0536	39495.0908	49075.9561	37558.6531	36572.645	52420.4071	36942.0343	49740.7781	40206.2468	43664.6943	47152.6363	43404.0634	28646.7067	25571.2171	44425.2452	31318.8449	32352.3869	43394.6057	36423.9551	41272.7588	37361.97	48850.3754	67342.57400000001	57562.6618	8002.919	45256.0631	69923.8538	40853.5372	38688.842000000004	60205.3515	34899.748999999996	46701.6004	39725.2375	38895.3405	65213.9204	51978.4747	35760.3636	44210.6499	56402.2769	55635.7526	43519.5059	68342.7295	16108.3086	39083.2474	22945.7144	36348.4293	46391.6341	36079.9549	30047.6321	41223.4896	45369.1739	21954.4959	37820.2093	49149.7596	27771.7194	30751.2741	30674.8259	40591.6058	44966.1297	48404.9105	30369.4641	60865.0656	54799.792	34283.862	40265.3252	52762.4818	44766.1672	30000.9452	34657.9772	27031.0278	29348.0181	35794.6715	29271.9703	36024.4513	40658.6923	24661.6202	35717.0527	53232.6521	38300.2455	38357.4865	36591.0264	33436.642	44701.9549	43035.2942	31353.7554	46664.9384	41233.2555	31474.1282	41765.4451	70612.8347	39084.5794	42845.0518	39012.2225	38315.8562	64371.6162	47475.8869	39556.6138	48829.9835	42904.2398	36821.5135	53230.0741	58773.1814	55334.3267
PWY-3001	superpathway of L-isoleucine biosynthesis I	40887.328	27157.1045	35637.746	37971.5077	50914.4781	21088.781000000003	33954.1118	21522.392999999996	23839.4125	10819.8387	8395.4086	9862.4914	55914.3231	24678.4256	30735.5406	35651.4236	40628.503	30031.0464	32195.2258	47063.380999999994	43760.3479	36970.7882	37624.3015	45544.6315	48101.819	40475.1358	41751.6065	56036.3133	44138.2064	34431.462	45322.1375	38243.0402	43455.9584	44229.8621	51295.4113	48742.9895	26635.1654	29080.2379	29219.8697	32025.8307	29270.8281	22713.5974	26475.533	29295.0583	34388.4489	29267.7712	31419.4022	29015.6666	34473.7849	24816.3766	27519.6403	32823.547999999995	34962.9187	24642.3074	27583.4074	34846.4801	30554.0506	33391.6444	35354.1232	29431.3589	10136.0753	21958.1661	30257.1449	34850.8645	35816.9879	27963.2611	36977.2061	46575.7499	34164.5765	34146.6447	47094.5347	34864.199	44887.4192	36281.1416	40764.0186	43061.0355	40994.9679	27081.7712	24142.8995	42161.7817	28875.2036	30126.5955	39612.2608	33137.9635	38958.5855	36062.3037	46515.8516	61450.4526	53971.03599999999	7781.1501	43616.2403	66432.5524	39413.4719	35306.047	55660.0329	33314.6427	41995.9565	36378.0127	35612.011	56426.177	47441.719000000005	32894.1303	39739.187000000005	51076.6508	49301.7321	38789.4473	59746.7305	14451.2466	36650.567	21537.22	34030.8424	44170.2109	32087.7258	26525.1354	38158.7668	43398.6391	20965.9942	34020.3258	44895.9518	24973.3385	29930.8897	29626.5005	40011.1882	43422.2309	46500.8575	28932.6459	58459.6589	52061.507000000005	30757.1565	37456.3767	49015.5902	40771.1749	28368.0751	33871.7552	25898.2922	28166.9476	33976.7758	26446.4646	31407.2623	36704.053	21515.7485	31922.693	48786.7196	34703.7212	33356.1862	34981.8814	29970.3008	39358.0873	40042.1694	30282.4117	42966.1155	39356.6677	30433.7832	39941.8215	66923.5928	36859.785	41594.9118	35760.5006	35002.8189	58702.8923	43063.4828	37092.6883	44325.6662	40691.9497	34131.9046	48000.6869	52968.3098	51632.5798
PWY-3661	glycine betaine degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.6607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.456	0.0	0.0	0.0	0.0	53.8643	0.0	0.0	0.0	0.0	0.0	16.5763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400.4069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.6067	0.0	32.5806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.1368	0.0	0.0	0.0	0.0	0.0	0.0	49.6589	0.0	0.0	0.0	0.0	162.1234	0.0	0.0	0.0	0.0	0.0	0.0	19.2185	35.7416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5914	0.0	0.0	291.8896	95.0739	0.0	0.0	0.0	0.0	0.0	1802.1239	52.1456	0.0	2323.4365	744.3598	4131.6736	504.0372	0.0	92.7338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.5308	0.0
PWY-3781	aerobic respiration I (cytochrome c)	6548.0733	562.448	268.8051	895.0687	1017.4855	623.1883	741.0189	155.455	181.5127	442.0226	259.4148	15027.1876	382.7045	1273.2665	86.3578	356.7738	156.8215	1054.0217	107.7676	51.9635	6409.4515	6066.7891	6017.9136	5041.5862	1155.4801	2892.6612	161.5945	1588.4468	840.9261	4068.2556	1818.7901	4203.8326	1015.5034	4499.2102	2172.1288	4653.1524	862.6419999999999	1874.5842	589.4934	4515.2376	334.3176	567.1413	261.0189	180.3921	4621.3820000000005	4493.0737	362.204	112.7916	0.0	696.1310000000001	53.9517	101.8201	0.0	35.9823	359.5688	609.0918	3613.3459999999995	2498.3861	2122.9783	1064.14	15175.1495	894.8484	1285.9202	165.5541	538.8724	1708.5093	71.9367	455.2085	3926.7964	2827.7714	4028.0906	17255.7941	0.0	0.0	0.0	4136.7169	0.0	1434.7852	1212.2772	27.9892	411.0633	1931.24	1211.9152	131.769	158.7451	197.6968	56.9787	23.9963	1315.8471	11384.2367	475.5819	2370.185	213.507	0.0	155.7769	508.54	2120.5116	1788.3492	1499.0866	3067.9709	17358.0138	8683.25	8444.2656	12094.6426	1104.6926	915.4988	641.6494	673.3883	71.929	1001.9288	0.0	197.4855	2673.7694	1045.8132	811.6678	1961.4564	226.8783	331.8055	2195.7104	826.8913	5103.6646	147.5989	83.9235	735.2195	127.8089	56.9516	0.0	59.9614	0.0	0.0	0.0	31.986	2826.3614	390.64099999999996	115.3605	654.6979	0.0	167.2347	449.4033	368.8236	0.0	146.6671	3555.2589	438.7657	4578.3222	631.851	17.9938	7556.3405	803.0986	2354.4341	189.4611	640.4089	7323.6481	3402.5115	29694.7244	10581.7054	375.7771	5492.4324	21498.4664	1298.1151	96.3019	148.7345	57.9782	39.9845	187.86	437.54400000000004	2748.1256	307.053
PWY-3801	sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	661.3199	0.0	0.0	0.0	0.0	0.0	357.765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0817	235.1035	0.0	155.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.8989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720.572	0.0	44.8652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	382.3772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.7101	0.0	3367.9314	227.0676	548.7801	1307.1279	0.0	333.0413	22.4625	0.0	0.0	74.1811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.6805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257.9705	0.0	0.0	1166.7982	0.0	0.0	0.0	0.0	118.7683	140.9075	0.0	4062.5986	228.2259	323.0855	4605.7198	214.9948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	0.0	0.0	0.0	0.0	41.1295	17.1435	0.0	0.0	0.0	0.0	0.0	568.5907	0.0	0.0	0.6994	0.0	0.0	0.0	0.0	0.0	63.4942	49.1176	31.3222	71.8942	0.0	0.0	0.0	0.0	0.0	120.3786	87.6364	218.2899	0.0	33.4196	7.4613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.1581	45.4863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	639.7283	44.836999999999996	0.0	0.0	0.0	0.0	0.0	0.0	14.3947	0.0	16.4876	39.9226	0.0	0.0	0.0	0.0	0.0	33.5421	75.5521	0.0	53.2609	0.0	34.8167	0.0	0.0	0.0	0.0	0.0	0.0	1013.9045	0.0	87.3011	0.0	0.0	0.0	33.8091	0.0	42.6422	0.0	0.0	0.0	0.0	0.0	41.943000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.2397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.2986	0.0	0.0	0.0	0.0	17.9845	29.0057	46.8593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.4714	0.0	0.0	33.5546	0.0	0.0	0.0	0.0	0.0	164.7067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	creatinine degradation II	20.2385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.5409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.1315	0.0	0.0	27.218000000000004	0.0	122.5291	0.0	0.0	0.0	31.7139	95.0457	52.0183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.2082	65.1438	0.0	19.1914	0.0	66.1388	0.0	0.0	0.0	0.0	0.0	23.2427	0.0	0.0	182.861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.9145	0.0	0.0	0.0	56.7444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.8473	0.0	37.6124	0.0	0.0	86.7418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.3274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.6869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.5935	0.0	0.0	0.0	0.0	0.0	33.2363	0.0	0.0	0.0	49.5206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	urea cycle	6247.7893	4832.2263	2818.2447	13698.6026	5795.9761	1898.2215	1415.7466	1359.094	2949.3752	1024.9303	749.9786	2675.2703	4627.2633	4847.1194	1206.9866	2459.5473	6512.7718	1133.5397	6486.1711	8451.7595	9034.1985	5308.9666	2599.2112	5510.7705	4166.9326	6692.5904	1803.4079	5482.7497	7132.786999999999	2535.9219	3179.6507	2289.1269	4210.9527	8152.6959	5840.5261	7069.4197	3564.2468	4701.1896	3066.8959	4360.7232	4181.2937	874.2717	1991.6123	5367.991999999999	11141.5016	8242.2777	2254.639	2138.8169	2216.4115	2094.4902	2401.2163	2695.3717	2992.5391	4496.3539	886.8836	3975.1215	862.5108	2436.1765	2716.9896	911.4453	2541.6449	1521.8622	1071.5271	2387.0208	1550.5002	11507.6214	4670.5527	4998.1147	1137.3	1256.3299	3487.8261	1378.8968	619.976	1562.5643	3623.0894	6382.9517	3967.8397	5037.4277	3107.79	9015.3053	1028.7027	1046.2569	1489.8764	554.3585	5691.9333	5496.5388	7669.9933	6842.1795	1234.4465	2858.8681	4000.7791	9790.808	2584.1986	608.5755	4495.0712	1586.7041	9127.6073	3096.5546	3558.1744	8585.5514	2798.5721	1809.3735	2180.201	1961.5079	2007.8158	2102.1271	2198.6669	1065.1608	3064.9853	2115.1355	2940.5746	3988.095	3717.3672	1564.7165	3097.3028	3793.6398	606.549	3245.8626	2176.312	1621.2799	5698.9653	3227.1881	13323.0329	4168.5608	3679.4939	5940.6931	1870.1179	936.0776	2796.1244	271.6509	434.0806	1753.6699	3389.2716	522.6243	4606.3539	8429.9199	209.0538	159.9766	703.1193	225.2949	488.5723	1526.1755	1777.5351	1123.5281	1066.9596	1274.3797	1165.1529	2713.4533	4690.5237	4765.5675	2869.2986	2386.7976	2757.6863	3416.9102	4701.1507	3654.8457	6195.8429	3627.2434	3677.6178	2526.2178	12700.1934	5887.6851	22744.8861	10579.9756	1744.8454	2212.8753	2624.8034	6157.6181
